interface,program_id,contrast_id,inferential_role,effect,ci_high,ci_low,method,p_value_computed,requested_replicates,status,valid_replicates,interval_type
exact_symbol_ensembl_bijection,ets2_g1_dn,PSC_minus_AIH,sole_discovery_family,-0.021094291316559488,0.10639169282823993,-0.15081999044710634,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_dn,PSC_minus_ASC,sole_discovery_family,0.018065002272100728,0.13988673884051947,-0.1224463058560755,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_dn,ASC_minus_AIH,sole_discovery_family,-0.039159293588660216,0.12160203318699732,-0.18318383491725124,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_up,PSC_minus_AIH,sole_discovery_family,-0.016244753716735616,0.06321132845008955,-0.09375403648173757,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_up,PSC_minus_ASC,sole_discovery_family,-0.011235603963001495,0.07958579704481321,-0.1109839173695862,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_up,ASC_minus_AIH,sole_discovery_family,-0.005009149753734121,0.09859897786727244,-0.10112586330783654,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g2_dn,PSC_minus_AIH,sole_discovery_family,-0.021149909987545623,0.1073871032072158,-0.15202906659272514,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g2_dn,PSC_minus_ASC,sole_discovery_family,0.02418944047594307,0.14654681671225012,-0.11427979052287288,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g2_dn,ASC_minus_AIH,sole_discovery_family,-0.04533935046348869,0.11202190711814539,-0.19034395243932334,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,chr21_dn,PSC_minus_AIH,sole_discovery_family,-0.054014943012913985,0.13188288127376666,-0.24594992940571647,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,chr21_dn,PSC_minus_ASC,sole_discovery_family,0.04685896403601264,0.23288381262897836,-0.1590917073665046,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,chr21_dn,ASC_minus_AIH,sole_discovery_family,-0.10087390704892663,0.12247949344603845,-0.3085796465041986,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,inflammation,PSC_minus_AIH,sole_discovery_family,-0.027186329715217283,0.06952159442333553,-0.12412687065619755,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,inflammation,PSC_minus_ASC,sole_discovery_family,0.008641522623497266,0.10146137406441516,-0.09605979920472954,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,inflammation,ASC_minus_AIH,sole_discovery_family,-0.03582785233871455,0.07815096763181274,-0.13854728411721431,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,interferon_gamma,PSC_minus_AIH,sole_discovery_family,-0.05081283943435366,0.07654216539182389,-0.17962455009579192,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,interferon_gamma,PSC_minus_ASC,sole_discovery_family,0.004815430581877056,0.12125955221803313,-0.12219416837681912,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,interferon_gamma,ASC_minus_AIH,sole_discovery_family,-0.05562827001623072,0.08354312598913917,-0.18431832976048004,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,oxidative_stress,PSC_minus_AIH,sole_discovery_family,-0.013897286829276823,0.06256452702479767,-0.08923515446229138,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,oxidative_stress,PSC_minus_ASC,sole_discovery_family,-0.017500123803845913,0.06490137959011559,-0.11008644118822626,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,oxidative_stress,ASC_minus_AIH,sole_discovery_family,0.0036028369745690902,0.10523053232166324,-0.08900451545045085,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,apoptotic_signaling,PSC_minus_AIH,sole_discovery_family,-0.01999053469327583,0.06901463962203415,-0.10722795637478492,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,apoptotic_signaling,PSC_minus_ASC,sole_discovery_family,-0.017075360716918286,0.07971277443003816,-0.12214075720001413,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,apoptotic_signaling,ASC_minus_AIH,sole_discovery_family,-0.0029151739763575435,0.10809622196374814,-0.10573526372944712,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,PSC_minus_AIH,sole_discovery_family,-0.009448452140472519,0.1091647399292011,-0.13012730107858114,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,PSC_minus_ASC,sole_discovery_family,0.01482268531197839,0.1299264536459755,-0.11613620725694798,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,ASC_minus_AIH,sole_discovery_family,-0.024271137452450908,0.12640808917079838,-0.16074728194956794,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,reactome_ecm_organization,PSC_minus_AIH,sole_discovery_family,0.02901624572634809,0.16397039211607203,-0.10403025622867726,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,reactome_ecm_organization,PSC_minus_ASC,sole_discovery_family,-0.02697844340200639,0.13212676669520604,-0.19535789322114763,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
exact_symbol_ensembl_bijection,reactome_ecm_organization,ASC_minus_AIH,sole_discovery_family,0.05599468912835448,0.2258161088948293,-0.0967294651811313,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn,PSC_minus_AIH,identity_sensitivity_only,-0.02197964763142668,0.10843225424371004,-0.15453004636954543,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn,PSC_minus_ASC,identity_sensitivity_only,0.01914445068203774,0.14290087156551937,-0.123323107308702,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn,ASC_minus_AIH,identity_sensitivity_only,-0.04112409831346442,0.12229129016164828,-0.18807028605020537,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_up,PSC_minus_AIH,identity_sensitivity_only,-0.012325569865003771,0.07870053959169089,-0.10040189276553295,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_up,PSC_minus_ASC,identity_sensitivity_only,-0.007695596461266163,0.0946947829719244,-0.11643393717080568,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_up,ASC_minus_AIH,identity_sensitivity_only,-0.004629973403737608,0.10708309410242163,-0.1101732680014278,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g2_dn,PSC_minus_AIH,identity_sensitivity_only,-0.021777691243914266,0.10996268558882696,-0.15528366639972413,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g2_dn,PSC_minus_ASC,identity_sensitivity_only,0.0254733000534606,0.1504245476522778,-0.1150015275015856,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g2_dn,ASC_minus_AIH,identity_sensitivity_only,-0.04725099129737487,0.11275599339107115,-0.1948539916822375,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,chr21_dn,PSC_minus_AIH,identity_sensitivity_only,-0.0550110988147261,0.13548004030700433,-0.25168502575468654,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,chr21_dn,PSC_minus_ASC,identity_sensitivity_only,0.05163248178375568,0.24187448982455625,-0.1605540657153538,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,chr21_dn,ASC_minus_AIH,identity_sensitivity_only,-0.10664358059848178,0.12082663997946838,-0.3199732459164289,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,inflammation,PSC_minus_AIH,identity_sensitivity_only,-0.027548063728428218,0.06955402495868379,-0.12484843129077447,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,inflammation,PSC_minus_ASC,identity_sensitivity_only,0.008428314420915406,0.10169634670354552,-0.09703318753039822,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,inflammation,ASC_minus_AIH,identity_sensitivity_only,-0.035976378149343624,0.0782633311392482,-0.13928702443991398,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
